"Region","Age","year","PopSize","ageGroup2","ageGroup3","ageGroup5","ageGroup6","ageGroup7"
"East of England",17,2021,72209,"adults","2-64","5-18","15-44","15-30"
"East of England",17,2022,72550,"adults","2-64","5-18","15-44","15-30"
"East of England",17,2023,74520,"adults","2-64","5-18","15-44","15-30"
"East of England",17,2024,74520,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2001,61744,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2002,64230,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2003,66914,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2004,66940,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2005,68980,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2006,71726,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2007,71902,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2008,72388,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2009,74573,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2010,72876,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2011,73061,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2012,74466,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2013,72277,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2014,72476,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2015,72576,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2016,71553,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2017,71013,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2018,69171,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2019,68897,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2020,68519,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2021,68874,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2022,70752,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2023,72168,"adults","2-64","5-18","15-44","15-30"
"East of England",18,2024,72168,"adults","2-64","5-18","15-44","15-30"
"East of England",19,2001,57892,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2002,57473,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2003,59519,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2004,61699,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2005,62611,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2006,63331,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2007,66286,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2008,65954,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2009,66589,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2010,68502,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2011,66888,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2012,65706,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2013,67789,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2014,64997,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2015,64071,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2016,65569,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2017,64854,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2018,64424,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2019,62854,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2020,62804,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2021,62128,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2022,58918,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2023,62317,"adults","2-64","19-30","15-44","15-30"
"East of England",19,2024,62317,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2001,59807,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2002,55933,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2003,55697,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2004,57627,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2005,60580,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2006,61133,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2007,61847,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2008,64650,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2009,63600,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2010,65108,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2011,66858,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2012,65417,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2013,65823,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2014,68089,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2015,63537,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2016,63490,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2017,63915,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2018,63601,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2019,63216,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2020,61558,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2021,62145,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2022,59861,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2023,57490,"adults","2-64","19-30","15-44","15-30"
"East of England",20,2024,57490,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2001,61020,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2002,61212,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2003,58019,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2004,57548,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2005,60044,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2006,62917,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2007,63366,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2008,64240,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2009,65894,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2010,66416,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2011,67638,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2012,69415,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2013,69019,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2014,69943,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2015,70758,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2016,67301,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2017,65601,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2018,66331,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2019,66391,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2020,65370,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2021,64626,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2022,63081,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2023,61963,"adults","2-64","19-30","15-44","15-30"
"East of England",21,2024,61963,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2001,60405,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2002,63470,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2003,63598,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2004,60839,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2005,61841,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2006,63846,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2007,66721,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2008,66891,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2009,67179,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2010,70275,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2011,71369,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2012,71570,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2013,73868,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2014,73776,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2015,73347,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2016,74796,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2017,70790,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2018,69405,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2019,70139,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2020,68934,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2021,69673,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2022,67699,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2023,66542,"adults","2-64","19-30","15-44","15-30"
"East of England",22,2024,66542,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2001,58625,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2002,62519,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2003,65597,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2004,65977,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2005,64546,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2006,65328,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2007,66986,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2008,69733,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2009,69123,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2010,70666,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2011,74287,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2012,74371,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2013,75047,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2014,77736,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2015,77267,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2016,76779,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2017,77353,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2018,73852,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2019,72572,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2020,72663,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2021,72650,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2022,71728,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2023,70676,"adults","2-64","19-30","15-44","15-30"
"East of England",23,2024,70676,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2001,59479,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2002,59783,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2003,64027,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2004,67414,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2005,68561,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2006,67157,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2007,67689,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2008,68928,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2009,70600,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2010,71695,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2011,73069,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2012,74629,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2013,74630,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2014,75521,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2015,78107,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2016,77911,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2017,76460,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2018,77075,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2019,72986,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2020,72183,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2021,73771,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2022,73458,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2023,74287,"adults","2-64","19-30","15-44","15-30"
"East of England",24,2024,74287,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2001,60843,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2002,60269,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2003,61008,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2004,65060,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2005,69325,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2006,69718,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2007,68834,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2008,68785,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2009,69176,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2010,71727,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2011,72913,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2012,73226,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2013,74803,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2014,75040,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2015,75711,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2016,78325,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2017,77433,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2018,75879,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2019,76118,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2020,72769,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2021,72915,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2022,73976,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2023,75203,"adults","2-64","19-30","15-44","15-30"
"East of England",25,2024,75203,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2001,64093,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2002,61757,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2003,61593,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2004,61868,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2005,66771,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2006,70366,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2007,71080,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2008,70309,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2009,69226,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2010,70493,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2011,72755,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2012,73127,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2013,73450,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2014,75603,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2015,75843,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2016,76823,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2017,78724,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2018,77703,"adults","2-64","19-30","15-44","15-30"
"East of England",26,2019,75854,"adults","2-64","19-30","15-44","15-30"
